gene_id,185_026_T0,185_128_T0,185_037_T0,185_057_T0,185_071_T0,185_107_T0,185_184_T0,185_194_T0,PIM046_A1,PIM046_A2,PIM046_A3,PIM056_A1,PIM056_A2,PIM056_A3,185_002_T0,185_002_X0_P3,185_006_T0,185_006_X0_P3,185_014_T0,185_014_X0_P3,185_026_X0_P3,185_071_X0_P3,185_128_X0_P3,185_129_X0_P3,185_198_X0_P3,185_037_X0_P3,185_049_X0_P3,185_107_X0_P3,185_184_X0_P3,185_194_X0_P3
SLC9B2,11.9,41.54,3.78,10.98,26.61,22.62,38.62,30.42,5.97,9.32,9.49,0.95,1.05,1.12,18.08,12.58,11.66,9.41,10.38,7.8,0.41,7.37,6.42,35.81,9.96,0.53,27.45,14.2,20.54,24.24
SLC9C1,0.69,0.36,0.08,0.26,0.68,0.82,0.56,0.13,0,0.02,0.04,0,0,0,0.14,0.23,0.12,0,0.1,0.05,0.2,0.02,0.19,4.06,0.07,0.27,1.21,1.37,0.91,0.63
SLC9C2,0.54,0.07,0.17,0.2,0.03,0.71,0.53,0.1,0,0,0,0,0,0,0.05,0.06,0,0.01,0,0,0.77,0,0,1.58,0.04,0.53,1.53,1.53,3.52,1.42
SLCO1A2,4.3,0.62,0.04,0.8,0.01,8.05,67.42,0.41,0.09,0.18,0.18,0,0.01,0.02,0.02,1.02,0.03,0.03,0.03,0.1,2.75,0,0.34,15.67,0.05,0.08,58.76,9.04,6.48,1.09
SLCO1B1,0.34,0,0.05,0.02,0,0.12,2.86,0.09,0,0,0,0,0,0,0,0.21,0.04,0,0,0.04,0,0,0.04,2.62,0,0.11,9.46,2.99,2.58,1.1
SLCO1B3,0,0.04,0,0.02,0.14,0.4,0.13,0.49,0,0,0,0,0.02,0,0,0,0.04,0.07,0,0,0,0.22,0,0,0,0.13,2,1.18,1.67,1.26
SLCO1B7,0,0.1,0.25,0.05,0.1,0.71,0,0.11,0,0,0,0,0,0,0,0,0.17,0.04,0,0,0,0.44,0,0,0,0.51,1.94,2.08,0.93,1.02
SLCO1C1,0.96,0.36,0.19,0.58,0.24,0.42,0.42,0.27,0,0,0,0.03,0,0,0.18,0,0,0,0.34,0,0,0,0,0,0,0.24,2.76,3.21,1.51,1.66
SLCO2A1,50.41,19.62,9.67,14.68,26.73,8.69,29.53,8.55,0.12,0.29,0.2,0.02,0.01,0,6.45,0.09,6.02,1.79,24.67,0.33,1.98,0.02,0,21.14,7,0.83,0.82,24.13,0.63,1.72
SLCO2B1,41.39,14.89,8.53,9.61,14.27,6.37,14.35,7.59,0.04,0.02,0.04,0.04,0.05,0.03,20.6,0.02,43.38,0.02,65.44,2.49,0.48,0.02,0,0,0,0.14,0.18,0.4,0.43,0.29
SLCO3A1,18.58,35.19,3.17,23.2,13.3,11.45,20.38,10.72,0,0.01,0,4.04,5.89,3.18,4.45,0.5,9.96,24.26,21.78,7.43,0.08,45.15,20.78,95.53,13.17,0.26,2.92,4.66,6.53,29.79
SLCO4A1,21.7,10.78,0.35,2.6,3.27,2.12,3.02,1.03,0.01,0.03,0.18,17.26,20.58,22.07,10.06,5.02,7.32,0.51,9.17,31.19,19.1,54.96,5.78,2.69,8.75,0.43,1.34,8.2,4.96,2
SLCO4C1,39.81,2.6,3.09,3.74,1.44,7.85,0.57,6.37,0.16,0.29,0.34,0.05,0.16,0.11,0.19,0.1,0.35,2.14,0.3,0.1,8.19,2.34,7.3,14.96,4.34,3.99,24.03,18.25,6.97,12.76
SLCO5A1,5.62,12.7,17.92,4.62,1.25,5.29,6.9,4.78,0,0,0.01,0.54,0.55,0.72,0.1,0,8.25,2.57,1.08,0,0,0.03,1.11,19.88,0.15,40.09,10.74,11.8,2.65,3.77
SLCO6A1,0.5,0,0.22,0.06,0,0.21,0.1,0.09,0.19,0.05,0.09,0,0,0,0,0,0,0,0,0,0.09,0,0,3.6,0,0.59,1.82,2.13,0.66,0.55
SLF1,10.95,9.74,13.58,9.21,23.07,11.93,6.79,9.01,0.94,1.64,1.7,7.29,7.08,6.9,4.5,4.16,4.93,4.35,3.11,2.84,2.68,22.95,7.82,45.14,23.92,7.28,11.08,12.53,10.18,15.24
SLF2,26.34,48.18,56.51,30.44,68.14,59.48,47.09,33.93,5.25,9.53,8.75,17.89,19.34,18.25,20.86,17.39,28.76,16.21,22.81,15.92,5.52,71.14,17.76,88.39,61.42,33.25,41.49,45.03,46.98,47.39
SLFN11,29.4,18.66,23.23,17.67,34.45,12.39,17.32,25.69,0.01,0.04,0.05,4.99,5.89,4.8,11.91,8.62,13.68,26.96,23.18,10.96,0.36,15.21,1.2,15.55,25.45,7.9,24.13,2.81,11.94,24.31
SLFN12,15.83,47.29,13.2,36.55,93.03,21.31,30.86,22.03,0,0,0.03,0.68,1.14,0.77,5.22,2.24,3.06,0.53,11.98,9.08,0.19,46.68,7.44,1.12,3.75,3.08,27.34,5,24.95,25.31
SLFN12L,37.07,15.99,12.7,16.31,35.65,13.65,12.52,12.65,0,0,0,0.26,0,0.03,0.62,0,1.7,1.53,1.25,0.59,0,6.34,3.49,0.54,0.12,1.44,10.61,10.93,13.4,7.29
SLFN13,27.17,12.2,13.64,3.75,25.71,7.06,27.3,9.95,0,0.01,0.01,3.06,3.24,3.18,1,1.71,1.99,7.09,7.36,12.82,9.92,44.36,7.16,11.9,39.79,11.09,60.32,2.89,26.35,33.57
SLFN14,1.17,0.87,1.59,0.14,0.61,2.7,0.3,1.04,0,0,0.01,0,0,0,0,0,0,0,0.12,0,0,0.04,0,0,0,1.86,7.85,9.23,9.23,4.39
SLFN5,79.62,47.96,36.73,25.72,131.45,40.67,56.61,20.35,5.97,14.54,15.29,17.45,23.41,22.65,22.12,25.18,37.19,34.5,36.58,26.05,10.32,89.89,15,2.34,21.58,12.27,12.7,4.68,23.41,43.05
SLFNL1,0.67,2.37,0.18,0.16,0.25,0.37,0.17,0.06,0.18,0.03,0.04,0.23,0.16,0.06,0.36,0.64,0.15,0.19,0.65,0.34,0.55,0,0.86,1.96,0.17,0.43,1.23,5.57,0.14,1.11
SLIRP,91.48,176.43,296.12,539.43,268.24,312.23,161.79,267.21,218.76,192.9,194.94,350.5,315.34,327.46,332.29,330.98,229.59,190.97,172.07,208.76,144.5,81.25,1080.84,70.61,153.87,108.61,73.75,173.66,71.9,107.81
SLIT1,0.14,0.29,0.12,0.08,0.06,0.26,0.04,0.06,0.01,0.02,0.01,0.01,0.01,0.04,0.41,0.22,0.15,0.13,0.2,0.05,0,0.06,0.12,8.13,0.02,0.06,0.17,0.37,0.15,0.21
SLIT2,33.68,8.22,4.82,23.22,18.33,4.54,15.22,2.76,0.06,0.1,0.15,0.07,0.06,0.05,7.14,0.97,2.96,1.62,16.96,0.04,6.77,0.16,1.92,8.96,1.18,2.53,1.94,3.39,2.38,1.72
SLIT3,8.65,9.3,2.6,4.85,13.26,1.8,9.68,3.54,6.65,7.97,9.61,3.02,3.01,3.97,6.85,0.95,5.66,0.67,26.27,2.35,0.19,0.2,0.03,0.07,2.26,0.05,12.78,3.69,0.67,0.55
SLITRK1,0.23,0.16,1.23,1.43,3.4,5.71,1.52,1.76,0,0,0.02,0,0,0,0.32,0,0.02,0.01,0,0,0,10.2,0.2,21.29,0.23,3.46,6.62,6.55,10.62,4.34
SLITRK2,0.42,0.54,0.91,0.2,0.34,1.21,57.39,1.14,0.69,1.17,1.16,0,0,0.03,0.12,0,0.13,0.15,0.21,0,0,0,0,9.9,0,0.6,235.21,5.44,12.69,9.36
SLITRK3,0,1.84,1.71,1.79,0.08,6.39,3.67,1.66,0,0.01,0,0,0,0,0,1.32,0.02,0.02,0.04,0,0,0,0.11,8.46,0,3.16,27.49,24.42,27.12,11.34
SLITRK4,2.89,1.58,3.09,1.39,3.89,1.03,2.23,5.5,2.16,3.37,3.7,0,0,0.01,0.18,0,1.03,0.2,1.19,0,1.1,0.22,1.93,25.81,0.04,1.49,2.76,4.58,2.78,12.4
SLITRK5,1.73,8.75,14.94,0.84,11.78,2.54,0.37,8.14,0.54,0.64,0.89,0.06,0,0.01,3.93,2.29,5.3,7.83,0.22,0,0.41,10.4,6.69,41.34,0.46,12.61,4.49,4.27,5.25,3.83
SLITRK6,19.38,4.04,6.03,37.69,4.47,5.99,1.49,1.74,30.27,52.35,59.65,17.69,14.1,16.87,1.99,0.2,0.43,7.9,4.79,0.26,9.19,0.98,2.97,1.39,489.83,10.33,19,29.52,28.55,11.73
SLK,31.3,40.48,156.86,60.11,88.27,165.03,104.46,46.38,5.83,14.16,12.72,27.43,36.36,31.08,29.48,21.79,21.25,18.92,29.58,19.84,6.28,104.1,66.12,54.13,171.78,68.68,39.51,116.24,47.79,34.58
SLMAP,69.16,123.24,89.86,62.13,153.71,114.44,120.95,58.9,9.49,15.68,15.72,23.36,28.71,26.16,20.67,16.81,34.81,39.07,23.36,19.13,15.01,107.42,68.53,51.12,209.79,64.26,45.2,74.04,94.19,109.96
SLN,0,0.21,0.87,0.49,0,2.64,0.2,1.57,0.06,0.16,0.07,0,0.2,0,0,0,0.18,0,0.15,0,0,0,0,0,0,0.31,5.1,8.8,3.41,2.71
SLPI,3250.88,143.52,134.61,165.38,374.34,843.41,499.83,108.84,228.25,171.76,136.99,101.98,101.43,96.05,65.04,68.4,590.43,1268.79,592.93,452.78,6678.21,1275.54,120.87,5.64,720.66,425.5,32.93,1397.19,176.69,124.77
SLTM,206.75,142.8,168.34,200.8,290.79,284.73,277.24,147.54,23.1,41.83,39.49,45.47,49.29,48,37.39,34.47,41.2,47.25,39.87,41.91,40.98,284.59,139.14,254.47,403.63,127.95,133.47,167.8,142.98,145.6
SLU7,68.53,58.34,64.33,64.14,92.78,64.02,68.52,43.21,36.95,54.64,51.95,39.79,42.48,38.8,18.2,18.97,23.9,20.64,30.35,30.47,32.05,119.71,104.64,98.56,73.25,18.94,47.85,31.16,39.7,28.14
SLURP1,6.07,1.1,9.82,17.42,1.12,7.31,0,0,9.3,7.22,7.18,4.69,1.85,2.24,7.26,27.27,0.87,0.19,1.68,0.63,0.66,8.01,0,0,0.26,38.71,1.16,4.22,0,3.32
SLX1A,57.64,95.4,55.25,42.01,63.99,71.41,56.79,58.79,35.79,42.67,42.15,73.8,73.09,69.24,78.38,72.67,55.11,83.74,29.13,15.38,52.41,124.21,209.9,55.89,55.56,55.42,50.41,92.84,50.47,27.05
SLX1B,57.64,95.4,55.25,42.01,63.99,71.41,56.79,58.79,35.79,42.67,42.15,73.8,73.09,69.24,78.38,72.67,55.11,83.74,29.13,15.38,52.41,124.21,209.9,55.89,55.56,55.42,50.41,92.84,50.47,27.05
SLX4,7.05,12.7,6.19,6.48,10.01,3.04,6.86,3.98,0.5,0.95,0.7,3.66,2.69,3.31,8.94,11.01,5.28,3.52,7.92,4.99,3.41,23.06,6.32,24.16,16.6,6.27,5.91,6.83,7.29,6.79
SLX4IP,8.54,7.9,23.8,2.62,11.94,3.03,5.46,5.94,0.52,0.82,0.89,4.79,4.83,5.23,5.03,4.42,5.53,3.72,8.21,9.8,10.42,12.96,3.17,18.84,9.28,16.29,10.72,5.4,4.83,4.85
SMAD1,53.65,56.76,79.72,87.7,142.65,106.42,82.22,62.41,15.46,28.09,31.39,13.32,14.93,14.76,12.79,9.47,43.58,54.69,28.69,19.26,12.88,104.63,24.31,47.67,74.56,80.89,83.44,186.36,47.93,66.22
SMAD2,13.35,45,78.07,44.01,48.51,66.67,33.06,35.29,11.13,17.98,16.69,22.29,26.2,23.88,36.48,29.31,30.41,50.68,30.32,33.89,4.8,30.12,36.28,16.71,122.81,26.34,41.51,25.03,12.14,11.35
SMAD3,15.55,27.06,14.56,30.31,33.98,15.49,22.94,11.91,0.66,1.33,1.37,4.49,5.69,4.87,36.05,49.65,30.19,32.98,33.45,36.89,0.37,32.29,21.44,82.5,33.26,7.4,7.41,7.06,3.79,11.14
SMAD4,20.16,67.02,38.31,22.23,24.41,33.85,30.79,30.92,9.49,20.37,18.23,11.61,13.62,13.32,26.25,21.5,35,60.19,24.83,31.19,6.84,13.99,34.73,28.97,99.67,36.74,86.06,36.11,22.74,24.49
SMAD5,18.64,34.71,48.85,46.23,52.34,40.88,54.73,39.35,4.62,12.11,10.93,11.27,15.33,13.9,21.08,16.61,16.28,14.37,30.56,33.79,8.13,48.92,27.97,82.49,63.02,14.49,40.63,34.35,27.81,23.96
SMAD6,4.8,9.15,1.66,1.19,5.55,0.9,1.99,1.61,0.99,1.08,1.24,1.65,1.4,1.29,37.78,52.5,3.33,0.28,22.02,18.66,0.45,5.9,7.03,3.69,9.53,1.54,1.84,2.89,4.77,0.83
SMAD7,15.4,35.81,6.64,15.3,21.02,15.06,7.88,21.78,4.49,5.49,6.17,44.34,56.04,51.16,78.86,52.78,11.85,20.56,65.08,41.87,9.82,8.29,28.5,9.69,33.99,6,10.06,10.07,2.8,17.19
SMAD9,4.56,2.05,0.36,1.34,1.43,1.1,2.38,1.32,3.73,9.37,10.47,0.08,0.06,0.07,2.47,3.21,1.51,2.78,5.61,5.63,0.46,0.09,0.16,12.6,0.05,0.11,1.24,2.31,0.92,1.13
SMAGP,16.98,69.55,31.7,26.38,22.99,43.34,58.05,39.38,23.45,24.53,23.67,44.61,34.43,45.02,43.87,44.39,51.69,51.81,30,20.24,34.44,40.53,78.44,10.71,15.3,20.13,31.59,46.61,31.11,22.43
SMAP1,76.66,37.65,39.14,40.87,57.42,42.43,51.38,101.39,21.53,37.55,34.71,33.16,31.49,32.83,49.43,49.79,34.06,32.04,28.96,32.84,41.17,41.86,42.13,65.44,123.53,37.78,50.83,78.07,44.24,103.39
SMAP2,106.06,75.11,52,64.53,85.87,82.81,136.58,49.75,11.06,15.65,16.54,23.21,25.77,23.39,21.07,16.81,30.48,23.85,53.22,25.44,20.53,61.2,15.48,71.74,38.75,18.5,20.56,114.02,27.56,23.82
SMARCA1,45.49,117.43,302.95,52.2,179.18,42.95,119.55,307.81,10.29,21.66,21.62,41.02,40.45,44.92,34.93,53.6,21.51,30.8,38.8,62.27,0,124.47,190.5,336.28,183.11,178.49,18.13,77,119.94,264.49
SMARCA2,177.05,95.9,187.72,103.14,232.55,125.37,257.38,165.31,72.41,107.09,114.97,75.79,72.48,78.42,67.65,96.45,64.56,59.26,63.73,112.36,44,156.78,152.8,117.24,103.79,163.8,83.76,117.75,143.8,200.34
SMARCA4,317,193.68,252.72,117.14,158.16,180.58,334.88,203.8,58.28,83.96,83.36,71.65,62.21,75.9,221.93,241.12,119.96,90.86,53.1,57.83,201.91,222.07,134.45,333.96,481.54,267.7,189.5,284.49,210.16,314.97
SMARCA5,36.34,53.8,77.59,76.06,126.13,120.78,61.82,51.02,19.78,31.6,34.69,30.78,31.29,31.64,37.35,35.38,36.45,32.84,43.59,51.79,27.34,98.97,46.76,59.65,123.19,62.42,68.21,52.79,31.13,64.2
SMARCAD1,35.58,37.47,65.35,55.36,96.12,79.83,51.32,26.1,17.48,31.43,30.35,14.75,15.06,17.49,17.17,15.8,19.61,15.84,19.1,20.81,12.1,73.49,32.19,55.56,72.4,36.98,70.78,66.02,40.35,48.27
SMARCAL1,29.19,44.25,26.58,22.24,21.09,19.5,26.61,22.83,6.4,8.1,8.38,16.57,15.7,16.33,36.09,41.96,23.39,20.46,16.2,11.74,10.01,24.3,50.87,59.96,43.58,15.7,20.75,12.26,19.78,28.7
SMARCB1,160.92,230.4,117.31,62.64,47.91,45.01,40.62,44.17,48.63,67.24,65.98,100.95,101.09,95.85,152.09,184,139.46,117.06,122.91,179.17,157.58,40.11,90.24,140.9,154.01,88.33,40.58,41.4,42.22,33.71
SMARCC1,189.18,326.19,292.87,263.3,254.7,354.79,500.62,260.34,20.3,40.08,37.81,44.78,42.3,48.02,109.71,107.04,191.85,214.72,65.15,61.59,73.5,206.97,374.64,194.86,430.96,329.73,199.16,311.66,413.13,300.35
SMARCC2,80.53,66.03,50.88,38.38,63.57,58.13,117.35,46.64,9.94,18.88,16.45,22.13,20.79,21.26,41.03,43.62,77.03,87.14,54.72,47.78,39.02,57.04,36.44,136.63,67.65,51.22,43.15,75.22,49.98,49.15
SMARCD1,33.84,56.46,22.65,21.14,23.58,21.36,18.87,18.3,15.06,27.27,27.26,34.65,32.99,36.06,38.25,33.35,35.37,33.7,38.6,39.33,33.15,30.32,16.87,55.96,36.87,23.97,18.19,24.2,14.2,28.07
SMARCD2,139.26,95.61,46.61,48.9,46.37,28.43,74.13,73.04,89.09,124.87,127.02,204.15,180.14,197.25,193.13,250.76,136.91,143.87,70.81,94.11,198.77,65.18,63.65,66.15,53.75,62.35,43.4,27.6,74.45,87.16
SMARCD3,5.36,31.67,2.58,3.84,9.48,11.72,23.95,34.52,31.86,26.69,29.31,37.57,38.49,35.16,24.68,17.16,43.4,5.73,47.67,172.1,4.35,7.76,5.77,15.01,0.25,0.54,1.05,4.48,22.68,25.36
SMARCE1,156.53,193.64,182.78,148.49,227.83,201.97,227.16,190.54,159.07,235.27,232.34,136.44,136.64,140.68,89.99,86.39,74.59,71.25,76.18,73.19,56.37,259.58,149.08,287.68,334.68,148.16,230.73,125.75,185.21,229.94
SMC1A,51.64,55.31,65.6,82.99,61.29,63.95,77.79,89.06,4.49,9.98,9.48,46.03,46.48,45.14,78.86,85.86,36.12,35.01,39.46,56.98,23.13,68.56,79.26,258.68,112.11,110.41,73.88,86.66,86.68,147.55
SMC1B,33.59,13.66,6.82,9.15,0.43,9.64,2.17,1.14,0.52,1.22,0.87,2.88,3.17,2.43,0.34,0.51,3.75,3.07,1.58,5.17,11.5,3.05,10.84,0.78,7.55,2.26,45.31,7.37,5.95,3.5
SMC2,41.11,75.04,78.98,65.07,77.77,112.35,71.25,68.34,10.24,22.28,21.57,25.53,26.39,25.14,17.61,20.02,41.59,37.93,13.1,23.07,21.64,41.46,72.65,69.93,196.57,61.32,34.53,48.43,78.2,79.07
SMC3,53.57,95.39,186.9,148.67,185.41,412.65,227.65,139.02,14.63,33.13,29.88,69.09,77.41,69.83,37.32,32.71,62.86,69.4,27.09,30.15,13.95,117.23,151.98,202.79,180.42,135.04,72.15,192.88,173.28,136.6
SMC4,23.2,68.99,91.02,99.55,110.84,198.79,39.3,58.8,15.12,30.63,24.66,61.56,65.51,58.86,173.02,205.2,124.5,115.65,39,44.41,26.08,41.12,123.18,96.69,186.05,72.84,136.84,124.66,71.02,93.49
SMC5,31.61,29.85,33.8,41,71.61,63.86,53.56,47.9,10.04,25.58,23.63,29.26,41.99,35.63,21.75,23.39,37.3,30.55,21.56,42.89,18.33,32.5,26.25,35.6,177.17,37.51,100.14,52.5,71.08,157.12
SMC6,32.95,65.77,92.52,88.42,93.51,130.79,33.76,58.33,11.72,22.11,21.3,24.12,26.46,22.75,24.39,17.36,39.15,27.62,16.01,11.66,9.8,61.63,108.12,171.7,230.8,65.33,58.72,68.9,38.78,119.71
SMCHD1,58.61,48.68,38.85,50.38,28.71,65.74,36.29,59.81,7.98,17.81,15.38,10,11.73,11.82,23.91,20.55,37.71,27.68,27.9,38.07,16.94,13.76,36.3,101.65,170.07,35.7,77.26,50.15,29.66,140.73
SMCO1,0,0.04,1.24,0.62,0.04,0.88,0.07,0.3,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,1.26,7.38,7.14,3.7,1.43
SMCO2,0,0.48,0.28,1.05,0.49,4.58,1.46,2.77,0.06,0.08,0.03,0.3,0.26,0.3,0.3,0,0.09,0.36,0.22,0,0,0.35,0,2.2,1.46,0.08,0.91,1.18,0.96,2.71
SMCO3,0.27,0.58,0.1,2.08,0.6,3.07,0.27,1.13,0,0,0,0,0,0,0.51,0.09,0,0,0.12,0,0,0.25,0.71,4.58,0.59,0.18,3.95,2.02,4.17,4.68
SMCO4,96.85,20.07,37.91,12.78,16.94,20.34,33.68,71.32,59.5,44.74,53.35,33.89,33.16,28.93,25.76,20.2,32.91,28.41,34.21,32.67,222.83,21.79,2.68,22.97,41.81,18.84,32.59,21.31,25.84,35.35
SMCP,0,0,1.32,1.76,0.5,4.73,1.33,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,6.01,5.62,14.48,5.44
SMCR8,26.9,19.53,16.98,13.02,21.93,13.35,27.25,8.59,2.41,5.28,4.97,8.62,8.15,9.55,14.97,12.47,22.6,17.91,15.87,13.29,19.24,32.15,13.94,34.13,15.49,15.75,11.88,17.25,15.07,14.93
SMDT1,167.12,85.16,59.78,109.34,41.96,40.85,37.44,62.31,60.82,57.83,53.53,22.93,22.05,25.02,39.17,41.58,17.22,18.36,46.54,63.26,63.07,48.61,68.42,102.63,46.05,56.87,28.24,23.6,53.01,32.8
SMG1,295.17,244.99,230.35,299.48,404.27,321.42,397.65,161.48,7.64,21,16.6,26.62,29.89,33.54,58.11,49.4,45.33,24.6,42.11,33.73,26.73,310.49,171.77,353.07,559.43,224.5,535.3,400.2,266.08,287.81
SMG5,16.97,41.7,14.48,14.47,15.71,21.84,30.81,52.98,46.46,58.16,58.2,70.02,74.52,66.72,133.81,137.53,159.02,148.7,78.17,95.3,40.24,20.68,12.53,48.86,18.96,16.04,10.38,24.15,26.7,54.29
SMG6,23.95,18.94,8.27,10.07,16.44,8.6,16.95,11.17,6.79,8.72,8.21,12.35,11.21,12.05,17.05,17.56,16.53,24.78,20.17,19.61,11.32,34.35,9.87,15.39,17.96,4.13,5.63,20.76,11.31,11.53
SMG7,121.16,194.29,120.61,119.53,142.13,140.99,188.21,127.68,19.21,37.87,35.61,48.86,57.7,50.03,59.25,64.75,69.63,75.58,42.78,52.62,34.77,167.13,75.99,239.12,171.2,118.89,77.24,101.11,136.13,174.77
SMG8,62.93,94.09,39.16,29.74,43.17,42.53,39.47,34.3,13.72,24.06,22.67,26.65,26.64,28.3,30.81,36.65,26.23,31.87,14.46,12.44,25.35,46.15,36.47,53.51,59.94,32.51,47.89,28.97,32.82,47.3
SMG9,21.02,11.14,7.69,5.35,6.61,5.14,3.93,8.01,2.14,2.96,2.02,19.72,16.19,18.63,12.35,10.76,12.21,8.25,21.74,16.27,21.3,7.61,4.22,20.63,10.82,6.99,4.18,5.09,2.61,8.04
SMIM1,25.43,9.41,2.57,0.13,3.19,0.87,0,1.24,7.82,5.36,5.4,3.98,4.69,3.45,2.79,6.84,4.73,3.81,1.77,8.99,15.06,5.42,0.98,0,0.27,1.09,0.24,2.21,1.74,0.7
SMIM10,8.58,18.16,14.07,24.17,24.64,23.11,23.4,31.6,2.91,4.86,4.58,0,0,0,3.95,3.46,2.99,0,4.82,4.45,0,1.33,29.71,1.46,3.04,4.83,9.19,17.92,14.58,29.93
SMIM10L1,7.77,5.38,0.21,2.81,1.39,0.81,1.54,2.01,7.04,6.78,7.77,10.73,8.36,10.35,17.22,19.81,12.03,12.76,11.15,12.17,18.64,0.99,0.88,2.58,2.08,0.73,3.72,2.3,3.52,6.55
SMIM10L2A,0.24,0.04,0.01,0,0.04,0.01,0.02,0.05,1.37,1.75,2,0.62,0.59,0.51,3.62,3.3,0.47,0.61,3.58,5.34,3.22,0.62,0.02,0,0,0.07,0.11,0.21,0.02,0.38
SMIM10L2B,0.14,0,0.07,0.02,0,0.05,0,0.04,3.23,3.95,4.42,2.25,2.59,1.27,3.84,4.75,1.08,1.78,3.51,5.13,1.55,0,0,0.11,0,0.07,0.1,0.1,0.05,0.45
SMIM11A,0,0,0,0,0,0,0,0,0,1.52,0,5.5,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0.96,0,0,0,2.62
SMIM11B,14.14,35.76,10.36,4.6,13.27,5.13,15.93,12.94,27.94,31.97,30.82,38.17,45.18,43.57,46.79,33.98,24.25,17.4,18.83,35.91,18.6,13.34,18.88,11.98,5.52,6.04,10.17,3.34,27.27,14.26
SMIM12,14.85,36.39,13.29,11.26,17.61,13.1,16.86,16.96,18.87,17.8,18.89,19.84,18.8,19.43,8.73,6.6,18.65,13.81,15.95,16.21,12.69,15.06,30.34,17.22,8.14,6.23,3.84,7.19,11.55,7.59
SMIM13,5.17,11.33,5.45,7.54,4.91,8.85,3.49,19.26,8.49,12.32,11.94,16.8,19.08,19.94,9.37,4.08,14.58,11.44,6.99,2.51,4.15,5.04,9.33,16.04,13.6,2.68,3.4,5.42,5.06,15.43
SMIM14,17.77,19.37,63.89,11.22,81.43,11.18,29.57,6.82,10.99,17.64,19.31,10.09,11.53,12.29,15.89,12.46,32.19,45.25,22.76,18.9,13.48,51.89,9.06,12.13,44.22,45.82,10.83,8.07,9.34,7.24
SMIM15,11.43,13.4,18.85,16.94,21.48,16.17,22.42,17.45,21.95,38.93,36.39,66.32,75.96,73.52,40.43,34.29,21.67,24.43,20.27,16.42,14.31,20.99,9.29,21.44,25.97,15.16,12.12,22.43,21.8,16.56
SMIM17,0.37,0.3,0.03,0.16,0.44,0.37,0.66,1.84,0.16,0.31,0.12,0.17,0.17,0.09,0.37,0.45,0.41,0.05,0.17,0.09,0,0.28,0,3.61,0.72,0.34,0.77,3.08,2.02,1.21
SMIM18,0.28,0.19,0,1.55,0.96,1.78,0.55,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,4.79,4.08,0.75,3.77,2.92,9.35,3.7
SMIM19,42.43,157.31,168.3,265.56,184.08,230.16,46.26,62.27,118.41,130.94,127.98,120.76,115.2,121.77,29.96,25.46,94.48,60.66,50.9,62.45,52.83,67.54,221.2,44.44,47.07,8.35,38.41,18.95,42.84,31.25
SMIM2,0,0,0.82,0,0,0.66,0.06,0.14,0.06,0.04,0.04,0.08,0.05,0,0,0,0,0.13,0,0.2,0,0,0,0,0.27,0.5,2,0.5,1.69,0.75
SMIM20,15.68,16.92,8.47,7.22,11.04,9.49,9.92,11.87,31.74,21.85,23.79,34.09,34.68,36.82,22.24,23.61,38.26,45.5,32.26,31.96,23.92,8.59,19.27,23.1,21.45,4.56,1.58,7.7,9.51,5.33
SMIM21,0.21,0,0.18,0.34,0.07,1.97,0.17,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0.9,3.76,1.21,0.52
SMIM22,15.46,5.26,39.6,3.1,32.68,15.49,33.81,29.15,13.28,7.35,9.15,100.56,93.67,90.04,10.23,1.96,9.44,61.11,14.18,12.58,20.66,88.57,13.36,16.63,4.49,48.4,4.65,24.1,35.71,14.73
SMIM23,0,0,0.52,1.55,0,1.05,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.08,1.95,2.96,1.04,1.17
SMIM24,0.24,0.56,0.99,0,0.65,1.43,2.02,3.98,0.99,1.1,1,0,0.08,0.07,0.61,0.51,0,0,1.12,1.17,0.31,1.03,0,198.6,1.53,1.65,2.61,2.46,4.49,5.15
SMIM25,0.48,0.39,0.5,0.89,0.1,0.58,0.13,1.4,2.6,2.92,2.54,3.37,3.45,3.58,7.47,5.79,7.09,2.02,3.94,0.85,0.36,0.05,0,0,0,0,0,0.14,0.25,0.93
SMIM26,212.18,229.3,487.25,213.15,249.97,232.66,267.18,397.16,143.02,119.83,120.34,172.08,173.63,169.19,91.79,77.41,110.36,136.45,115.17,120.07,224.34,321.74,765.76,316.42,433.08,337.21,210.6,235.3,253.66,225.36
SMIM27,49.61,30.16,48.85,33.14,19.34,9.85,13.06,25.32,8.16,9.13,10.01,7.05,6.05,7.15,5.61,4.11,5.25,10.34,5.25,9.89,9.79,12.36,61.53,13.61,13.68,21.68,18.31,22.22,14.17,21.1
SMIM29,89.52,67.89,8.38,11.2,14.16,8.18,10.41,23.03,42.96,36.61,34.66,55.07,57.18,49.82,18.25,26.14,24.04,11.63,56.2,33.28,53.02,28.5,23.94,36.92,7.19,8.06,9.74,2.58,6.81,15.62
