Sample,Type,PIM046_A3,PIM056_A3,185_057_X0_P3,185_026_X0_P3,185_037_X0_P3,185_071_X0_P3,185_002_X0_P3,185_049_X0_P3,185_128_X0_P3,185_129_X0_P3
Trial_ID,Meta,185,185,185,185,185,185,185,185,185,185
Patient_ID,Meta,32,40,57,26,37,71,2,49,128,129
TimePoint,Meta,Pre,Pre,Pre,Pre,Pre,Pre,Pre,Pre,Pre,Pre
Passage,Meta,P3,P3,P3,P3,P3,P3,P3,P3,P3,P3
Source,Meta,PDX,PDX,PDX,PDX,PDX,PDX,PDX,PDX,PDX,PDX
Have_RNA_seq,Meta,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PIM_ID,Meta,PIM046,PIM056,PIM077,PIM040,PIM053,PIM091,PIM010,PIM068,PIM163,PIM164
RCB_status,Meta,RCB-II,RCB-III,RCB-II,RCB-II,RCB-I,RCB-III,RCB-II,pCR,RCB-III,RCB-I
VB_Subtype,Meta,BL2,BL2,BL2,LAR,LAR,LAR,M,M,M,UNS
SLX4,Exp,150,452,452,246,2108,1079,990,866,2744,1742
SLX4IP,Exp,147,579,120,671,5860,871,330,1350,1092,1119
SMAD1,Exp,2545,821,503,376,8874,2907,370,3552,1307,1620
SMAD2,Exp,4894,4674,2030,510,12306,1198,3854,7120,3411,1272
SMAD3,Exp,225,568,1438,24,2111,1098,4021,725,1450,2649
SMAD4,Exp,4422,2189,1283,613,13471,1349,2393,10970,4146,2206
SMAD5,Exp,2117,1829,937,602,4572,2675,1465,4576,2020,4211
SMAD6,Exp,99,86,10,14,238,199,1999,95,729,252
SMAD7,Exp,427,2332,399,271,553,175,1773,350,834,152
SMAD9,Exp,1602,8,197,27,135,211,211,200,521,423
SMAGP,Exp,630,826,429,328,784,208,533,434,192,112
SMAP1,Exp,3022,1897,407,1291,4726,1076,1967,2606,1193,1657
SMAP2,Exp,1212,1145,700,555,2132,1268,567,1083,1426,1551
SMARCA1,Exp,2377,3302,5,0,30498,3689,2622,1776,3797,10339
SMARCA2,Exp,10301,5509,1097,2434,34712,5351,7149,6656,4402,4348
SMARCA4,Exp,12135,7409,6317,10715,55032,5846,15948,13846,7391,12494
SMARCA5,Exp,7563,4576,2451,2134,21245,4682,3391,9105,4395,5272
SMARCAD1,Exp,3994,1582,513,618,8470,2602,1003,6285,2384,2257
SMARCAL1,Exp,701,924,557,312,2327,431,1604,1505,1842,1891
SMARCB1,Exp,2938,2812,3391,2479,6756,367,3763,1079,1265,1694
SMARCC1,Exp,6032,5112,7113,4338,76536,7120,7654,16857,12042,10170
SMARCC2,Exp,2351,2033,2085,1995,11726,1854,2780,3817,2613,5103
SMARCD1,Exp,2524,2199,3042,1082,3679,820,1359,1177,1301,1567
SMARCD2,Exp,7958,8121,3801,4731,5748,793,7288,1492,1170,1404
SMARCD3,Exp,1351,1059,64,83,119,168,430,96,919,232
SMARCE1,Exp,14675,5946,2026,1278,14140,3840,2397,7917,2443,5341
SMC1A,Exp,2569,8103,7234,2212,43606,5897,10251,10936,4485,20957
SMC1B,Exp,115,203,8,536,1037,893,29,4010,2960,614
SMC2,Exp,3545,2725,718,1267,14993,1562,1465,3219,3819,3048
SMC3,Exp,3259,5055,1149,558,23265,3109,1623,4601,4717,5991
SMC4,Exp,3658,5688,2474,1477,17359,2471,14083,12693,5230,5884
SMC5,Exp,3956,3998,1105,1170,10285,2413,1760,10261,3240,2252
SMC6,Exp,3058,2159,937,515,14988,3460,1157,5620,7688,8658
SMCHD1,Exp,3751,1916,1188,1532,15361,2043,2288,12210,7294,8590
SMCO1,Exp,0,0,0,0,114,128,0,231,410,204
SMCO2,Exp,3,8,5,0,108,298,1,379,495,168
SMCO3,Exp,0,0,1,0,12,65,2,103,250,106
SMCO4,Exp,1323,498,168,2035,664,85,217,396,91,99
SMCP,Exp,0,0,0,0,82,181,0,120,479,147
SMCR8,Exp,1124,1450,1170,1524,4436,852,1191,1093,1092,1255
SMDT1,Exp,2154,660,383,901,3458,273,714,654,372,834
SMG1,Exp,7045,9506,5350,4136,135678,31212,9648,115306,33460,37964
SMG5,Exp,7189,5553,4246,1738,4053,1509,7773,1886,4041,3013
SMG6,Exp,1054,1055,836,718,1568,2626,1311,1119,2621,1475
SMG7,Exp,5744,5426,4791,2066,27727,4872,4779,7285,7444,9153
SMG8,Exp,1963,1633,460,737,4189,1178,1334,2256,2122,1497
SMG9,Exp,355,1930,833,1196,2127,700,834,699,1041,1326
SMIM1,Exp,62,28,25,71,34,10,66,6,241,23
SMIM10,Exp,197,0,5,0,339,345,55,195,368,450
SMIM10L1,Exp,1021,923,1108,821,42,86,1109,186,116,73
SMIM10L2A,Exp,282,51,51,157,15,11,206,8,58,58
SMIM10L2B,Exp,319,61,10,41,13,8,147,7,59,43
SMIM11A,Exp,0,0,0,0,0,0,0,0,0,0
SMIM11B,Exp,0,0,0,0,0,0,0,0,0,0
SMIM12,Exp,2936,2031,570,691,1354,274,481,301,516,423
SMIM13,Exp,1564,1703,441,211,505,126,241,244,556,645
SMIM14,Exp,2866,1234,27,716,9694,1421,861,837,461,629
SMIM15,Exp,2751,3690,710,379,1558,320,1103,431,173,417
SMIM17,Exp,9,6,15,1,375,693,39,201,476,596
SMIM18,Exp,0,0,3,0,28,62,0,68,21,52
SMIM19,Exp,2557,1718,411,440,266,207,295,410,1036,157
SMIM2,Exp,5,0,0,0,64,110,0,97,251,72
SMIM20,Exp,566,579,86,190,245,81,230,61,172,179
SMIM21,Exp,0,0,0,0,124,71,0,50,544,176
SMIM22,Exp,124,821,44,98,1058,212,9,47,149,79
SMIM23,Exp,0,0,0,0,41,124,0,62,160,84
SMIM24,Exp,22,1,32,2,109,243,4,62,404,923
SMIM25,Exp,140,140,19,6,0,2,155,2,36,12
SMIM26,Exp,1283,1205,355,741,5435,668,328,1181,537,664
SMIM27,Exp,115,59,33,33,91,9,23,24,89,11
SMIM29,Exp,801,774,121,416,305,164,300,147,354,266
SMIM3,Exp,130,48,313,152,156,228,58,138,371,89
SMIM30,Exp,4580,2268,266,621,2874,457,308,1062,1113,837
SMIM31,Exp,2,0,0,0,80,211,0,72,129,98
SMIM4,Exp,114,301,91,62,818,183,112,110,523,143
SMIM5,Exp,56,35,9,2,447,132,58,26,252,77
SMIM6,Exp,0,1,0,0,50,24,0,18,135,249
SMIM7,Exp,8038,2353,493,1507,1747,480,1966,475,813,367
SMIM8,Exp,436,468,105,138,161,92,251,182,433,143
SMIM9,Exp,0,0,0,0,59,70,0,58,84,136
SMKR1,Exp,152,16,4,1,7,47,27,23,166,32
SMLR1,Exp,0,0,0,0,44,32,0,81,175,20
SMN1,Exp,0,0,0,0,0,0,0,0,0,0
SMN2,Exp,0,0,0,0,0,0,0,0,0,0
SMNDC1,Exp,1434,2448,346,159,4090,439,587,1500,839,766
SMO,Exp,1044,3,827,831,93,219,5226,202,1029,209
SMOC1,Exp,438,1378,297,135,240,802,4032,465,1239,855
SMOC2,Exp,4,652,4,1,238,384,1949,4238,1739,426
SMOX,Exp,243,475,296,461,1728,465,3306,374,1315,487
SMPD1,Exp,1047,998,737,525,288,330,4130,71,459,154
SMPD2,Exp,416,465,283,557,543,111,600,220,238,106
SMPD3,Exp,7,10,6,211,219,479,764,135,1396,455
SMPD4,Exp,3546,3378,3782,1942,7662,1145,4921,2012,2463,2940
SMPDL3A,Exp,112,281,171,163,418,493,465,681,930,348
SMPDL3B,Exp,755,2542,777,1331,5240,464,107,363,1093,535
SMPX,Exp,0,0,0,1,109,89,0,114,213,52
SMR3A,Exp,0,0,0,0,1135,3869,0,1815,1344,902
SMR3B,Exp,0,0,0,12041,225,2984,0,1300,1117,572
SMS,Exp,4691,7146,2083,2022,27044,2546,4070,8081,1898,2346
SMTN,Exp,1655,938,979,2906,8574,219,6035,741,2203,1820
SMTNL1,Exp,7,1,0,0,77,136,0,106,667,209
SMTNL2,Exp,3,1,16,296,542,163,944,77,864,142
SMU1,Exp,6052,2991,2087,1133,15341,961,2616,2519,2186,754
SMUG1,Exp,1102,320,494,388,1214,196,304,322,380,229
SMURF1,Exp,1701,3914,658,1005,8172,1719,1760,1538,2483,1615
SMURF2,Exp,2327,3626,306,800,6553,1708,2381,4913,3581,3742
SMYD1,Exp,50,20,1,0,769,980,19,565,18392,864
SMYD2,Exp,2464,3368,753,853,8350,913,933,3292,2442,2054
SMYD3,Exp,1374,747,639,202,757,920,332,972,5859,1613
SMYD4,Exp,508,404,301,557,296,434,471,317,1195,377
SMYD5,Exp,1020,1224,1186,1567,2197,792,1265,538,1256,300
SNAI1,Exp,73,201,68,65,87,140,522,39,831,167
SNAI2,Exp,38,407,1789,2,130,136,4806,3468,10125,145
SNAI3,Exp,4,8,3,4,70,128,1,27,623,46
SNAP23,Exp,1913,1295,461,976,6065,725,464,1148,793,729
SNAP25,Exp,4,10,69,1,1482,566,0,290,1199,7085
SNAP29,Exp,1969,1411,450,1627,12978,762,1708,1414,950,1110
SNAP47,Exp,2115,1582,1003,937,522,113,2369,272,866,361
SNAP91,Exp,150,3,0,1,3598,1437,1,1609,28197,1354
SNAPC1,Exp,1185,715,253,112,1910,313,74,559,972,236
SNAPC2,Exp,497,801,177,284,197,102,228,77,471,107
SNAPC3,Exp,3052,1348,4097,252,6672,909,848,1976,1089,940
SNAPC4,Exp,929,630,1016,410,1981,504,1006,295,1748,513
SNAPC5,Exp,1289,463,210,366,732,351,304,196,459,704
SNAPIN,Exp,2280,1366,645,86,975,249,439,217,540,366
SNCA,Exp,200,0,5,164,146,365,709,144,696,354
SNCAIP,Exp,1,40,392,5,245,702,12,930,972,840
SNCB,Exp,0,1,1,0,78,132,11,103,631,234
SNCG,Exp,19,10,471,10,74,85,12,41,250,72
SND1,Exp,16799,8032,3818,6939,16148,3173,7795,7102,3741,4884
SNED1,Exp,82,101,42,52,1291,380,22,600,3018,1143
SNF8,Exp,3055,1345,995,546,5332,846,967,1452,880,1873
SNIP1,Exp,1261,771,437,419,1839,801,497,978,1962,1237
SNN,Exp,1265,737,1545,320,1407,479,2785,1110,787,688
SNPH,Exp,9,0,50,184,178,317,17,100,1082,234
SNRK,Exp,954,839,444,687,3179,688,779,881,2058,880
SNRNP200,Exp,7092,15167,13666,10295,32548,6242,12359,9364,10185,11942
SNRNP25,Exp,1760,1169,875,577,1747,302,548,283,226,381
SNRNP27,Exp,2658,1103,453,259,1455,360,409,389,617,201
SNRNP35,Exp,858,440,134,227,1921,401,379,611,528,595
SNRNP40,Exp,2694,2040,1738,880,2535,553,1198,643,3185,1324
SNRNP48,Exp,2466,1132,639,139,2124,772,160,1378,1266,691
SNRNP70,Exp,5309,4529,2743,1729,3976,613,4011,1125,896,1324
SNRPA,Exp,2673,2380,2210,1563,2395,326,2230,802,678,770
SNRPA1,Exp,2849,1953,914,993,9008,1264,1773,2596,1628,2683
SNRPB,Exp,3537,6339,5178,6771,6422,1471,3255,1628,1651,1412
SNRPB2,Exp,1419,2039,579,939,8585,1605,715,1521,1018,1284
SNRPC,Exp,3235,4170,1820,1455,3667,598,1631,997,1067,1159
SNRPD1,Exp,5939,3998,997,1272,3461,366,695,1783,806,996
SNRPD2,Exp,6704,4996,6757,1388,15477,1213,3436,4331,684,1320
SNRPD3,Exp,11402,5209,2963,4184,12470,622,5467,1896,470,813
SNRPE,Exp,3085,3037,917,968,13905,1123,820,3198,985,1236
SNRPF,Exp,5334,1539,8009,339,4797,600,473,1743,511,601
SNRPG,Exp,4802,3029,1780,581,6118,579,1323,1499,767,324
SNRPN,Exp,0,0,0,32,4,2,26,2,14,7
SNTA1,Exp,1204,479,688,445,619,273,483,140,925,389
SNTB1,Exp,9016,1484,747,8974,2086,958,919,419,719,282
SNTB2,Exp,517,1330,614,1253,2881,1061,2708,861,1528,1102
SNTG1,Exp,0,0,0,1,943,868,3,426,1002,763
SNTG2,Exp,0,0,0,0,279,764,61,457,2038,915
SNTN,Exp,5,0,0,0,170,419,0,122,827,152
SNU13,Exp,8457,3260,2612,4705,4770,548,2656,1376,671,673
SNUPN,Exp,1042,878,610,365,1429,639,830,391,946,551
SNURF,Exp,0,0,0,1,0,0,0,0,0,1
SNW1,Exp,2942,3331,1881,1103,6435,1150,2236,2221,3024,1852
SNX1,Exp,1802,1726,2364,5783,9385,2056,3319,981,1845,2662
SNX10,Exp,31,693,190,25,1053,627,17,254,951,912
SNX11,Exp,851,797,421,275,558,844,344,641,1228,1249
SNX12,Exp,2885,3219,1070,817,2119,178,1798,291,347,424
SNX13,Exp,2288,4184,372,1096,17469,2346,1198,4512,6346,6097
SNX14,Exp,5800,4230,112,438,8329,1287,1354,2774,8557,1673
SNX15,Exp,1209,933,1316,811,345,162,455,108,402,197
SNX16,Exp,1187,518,524,234,2368,552,222,754,596,579
SNX17,Exp,4004,2574,1869,1791,4385,738,2052,964,1697,1070
SNX18,Exp,2915,1744,696,883,2219,792,2012,513,513,513
SNX19,Exp,4724,4146,1306,4033,5037,2741,1999,2180,1094,1581
SNX2,Exp,1127,2159,654,486,3369,3504,594,2700,2938,3484
SNX20,Exp,6,7,1,3,131,181,2,120,617,170
SNX21,Exp,340,446,536,295,413,235,678,93,1160,257
SNX22,Exp,100,17,138,1817,98,43,1303,24,301,126
SNX24,Exp,606,1062,158,34,414,569,150,203,628,473
SNX25,Exp,680,589,126,172,3034,1761,411,3614,1955,2132
SNX27,Exp,1243,1040,1424,419,9326,2964,5250,4982,4405,4322
SNX29,Exp,599,802,626,276,4023,2062,1471,1573,2017,1713
SNX3,Exp,8288,7088,1398,2304,4163,641,3183,3034,559,475
SNX30,Exp,1595,1023,531,1028,999,550,1058,256,835,488
SNX31,Exp,0,0,0,3,680,1150,0,852,2804,502
SNX32,Exp,123,0,30,18,260,159,62,113,739,187
SNX33,Exp,687,591,585,464,1108,222,984,267,547,214
SNX4,Exp,2216,1763,851,646,5769,1267,514,2529,2192,2732
SNX5,Exp,5827,3358,1298,1808,44576,2329,1645,5313,2570,3365
SNX6,Exp,7354,3232,769,840,10118,992,723,1993,2205,1901
SNX7,Exp,3605,2115,271,35,1006,549,340,709,1558,1846
SNX8,Exp,1590,5744,535,2135,3694,556,1133,299,2134,657
SNX9,Exp,1281,2055,1473,726,4822,945,1472,4185,3452,987
SOAT1,Exp,965,1936,724,1215,3701,1308,2702,856,2833,3556
SOAT2,Exp,0,2,3,0,139,189,29,153,717,337
SOBP,Exp,11,28,1097,225,333,214,45,654,921,1121
SOCS1,Exp,612,293,276,134,135,113,60,76,212,147
SOCS2,Exp,204,119,9,41,100,116,12,142,361,90
SOCS3,Exp,72,324,52,8,139,134,451,113,514,162
SOCS4,Exp,4220,1734,449,473,5643,814,571,2503,1601,1366
SOCS5,Exp,1817,1859,439,377,4864,1493,1697,2211,2783,1663
SOCS6,Exp,2952,1152,497,814,6219,1593,621,2444,2171,714
SOCS7,Exp,2411,1533,1178,1176,803,617,2115,833,920,903
SOD1,Exp,11460,7988,3971,2457,10820,1592,7374,5099,1893,1270
SOD2,Exp,3832,49867,10961,3184,2225,482,6897,1899,1709,337
SOD3,Exp,140,3,192,66,231,176,738,19,180,44
SOGA1,Exp,1917,1557,4164,3384,1868,679,7245,1075,2789,1542
SOGA3,Exp,3,0,0,0,119,154,4,243,773,1898
SOHLH1,Exp,6,0,0,0,125,251,0,39,969,115
SOHLH2,Exp,0,0,0,1,32,23,0,31,209,18
SON,Exp,9988,12477,9847,8127,73549,7617,20516,16135,14187,11684
SORBS1,Exp,831,2423,302,399,817,1005,1498,1583,3005,1381
SORBS2,Exp,1956,3422,2,178,36411,3502,888,5283,4864,5372
SORBS3,Exp,1991,1229,998,71,96,484,1953,351,1466,653
SORCS1,Exp,0,0,0,0,1021,1029,0,1242,3142,927
SORCS2,Exp,2,38,39,0,365,484,492,289,1442,1590
SORCS3,Exp,0,1,0,0,1363,1071,484,1226,3049,986
SORD,Exp,666,1211,1562,2627,5491,583,1860,988,1851,1876
SORL1,Exp,6871,886,4725,630,11939,3622,1000,2898,2793,2540
SORT1,Exp,13479,8756,1427,7655,39826,3796,2731,3425,5756,5847
SOS1,Exp,2558,2860,1000,1258,15901,5242,1936,9170,6684,6577
SOS2,Exp,5948,2413,524,867,7462,1293,1201,2270,2635,3654
SOST,Exp,0,0,1,11,1790,240,0,151,288,203
SOSTDC1,Exp,415,7,136,663,8104,231,152,2475,599,292
SOWAHA,Exp,16,4,42,0,132,180,21,81,347,1141
SOWAHB,Exp,570,70,18,24,259,129,21,52,498,45
SOWAHC,Exp,811,1190,715,154,3196,608,1814,2549,910,1040
SOWAHD,Exp,6,35,16,25,81,87,5,29,131,152
SOX1,Exp,0,0,0,4,247,256,0,152,902,705
SOX10,Exp,34,1,2530,9701,151,144,14296,2866,1647,263
SOX11,Exp,3569,968,0,687,11744,2200,5459,3789,4428,3291
SOX12,Exp,1488,1286,986,5815,1388,370,2042,442,929,810
SOX13,Exp,1177,268,936,8255,2944,652,746,1058,2124,1016
SOX14,Exp,0,37,0,1,47,56,0,30,391,47
SOX15,Exp,1316,778,5,6,861,86,36,43,447,62
SOX17,Exp,0,0,0,0,188,139,0,38,150,68
SOX18,Exp,1,50,0,1,5,16,16,2,70,30
SOX2,Exp,0,0,660,3,1191,80,3,277,363,114
SOX21,Exp,2,0,431,0,69,75,0,37,325,109
SOX3,Exp,1,0,0,4,51,35,0,16,207,119
SOX30,Exp,2,15,9,3,223,924,4,548,1249,594
SOX4,Exp,10512,10892,11686,3435,26705,1307,6736,11269,1309,2990
SOX5,Exp,3,0,1834,117,292,872,1469,1011,1536,1546
SOX6,Exp,91,781,10,171,2767,2621,1538,3141,3536,2953
SOX7,Exp,99,584,571,5,60,64,10,34,444,57
SOX8,Exp,76,397,0,1729,260,60,8697,610,578,75
SOX9,Exp,13609,14217,6836,541,31891,3428,1446,9037,2800,1603
SP1,Exp,4746,2730,2693,3530,25214,3994,3312,7814,3508,5213
SP100,Exp,3079,1330,505,1152,6719,1691,275,2110,3511,1472
SP110,Exp,492,254,371,423,7635,3715,65,1807,2716,1806
SP140,Exp,1,2,0,15,1133,2732,0,1719,3580,1875
SP140L,Exp,66,294,265,372,995,542,66,502,1308,1225
SP2,Exp,1163,1004,503,464,15267,1259,1542,1516,2829,3250
SP3,Exp,5678,10169,3594,2397,20615,4073,3475,9186,3834,4736
SP4,Exp,237,850,291,292,4755,745,469,1298,2811,3276
SP5,Exp,15,2,87,12,50,75,0,49,325,275
SP6,Exp,1458,79,211,505,1155,166,282,68,548,182
SP7,Exp,5,0,1,0,88,160,0,103,469,167
SP8,Exp,0,3,0,0,387,234,0,165,1123,372
SP9,Exp,1,4,200,0,24,66,1,42,317,62
SPA17,Exp,535,276,62,36,167,76,25,50,118,65
SPAAR,Exp,35,56,3,0,30,33,393,20,206,10
SPACA1,Exp,0,0,0,0,162,155,0,178,312,130
SPACA3,Exp,0,0,0,0,104,285,1,84,396,256
SPACA4,Exp,0,0,0,1,62,49,0,27,255,66
SPACA5,Exp,0,0,0,0,1,0,0,1,2,1
SPACA5B,Exp,0,0,0,0,0,0,0,0,0,0
SPACA6,Exp,91,141,127,45,351,346,843,318,711,546
SPACA7,Exp,0,0,0,0,155,96,0,128,548,255
SPACA9,Exp,185,193,32,64,633,298,258,156,460,101
SPAG1,Exp,858,1831,186,79,8936,1845,312,2103,2519,700
SPAG11A,Exp,0,0,0,0,15,46,0,19,239,29
SPAG11B,Exp,0,0,0,0,22,114,0,39,479,48
SPAG16,Exp,1367,0,164,43,864,788,91,1416,1496,1566
SPAG17,Exp,4,2,1,3,2041,1748,1,1769,4565,2459
SPAG4,Exp,347,212,101,166,639,484,52,129,1118,510
SPAG5,Exp,1563,2402,1256,707,4223,1913,2154,2989,21734,3997
SPAG6,Exp,5,0,0,0,1063,885,0,556,1404,985
SPAG7,Exp,1207,2119,552,672,1995,476,222,336,440,145
SPAG8,Exp,28,8,21,2,220,383,22,162,1446,162
SPAG9,Exp,4953,7593,1327,2638,15326,2085,7170,20034,6522,11889
SPAM1,Exp,1,0,0,0,297,556,0,355,736,290
SPANXA1,Exp,0,0,0,0,0,0,0,0,0,0
SPANXA2,Exp,0,0,0,0,0,0,0,0,0,0
SPANXB1,Exp,0,0,0,0,101,4,0,5,8,14
SPANXC,Exp,0,0,0,0,0,0,0,0,0,0
SPANXD,Exp,0,0,0,0,19,0,0,0,0,4
SPANXN1,Exp,0,0,0,0,44,63,0,28,175,204
SPANXN2,Exp,0,0,0,0,69,352,0,101,329,508
SPANXN3,Exp,0,0,0,0,39,188,0,63,271,432
SPANXN4,Exp,0,0,0,0,72,111,0,69,185,283
SPANXN5,Exp,0,0,0,0,67,184,0,121,251,213
SPARC,Exp,612,19588,155,8,371,437,137800,862,701,307
SPARCL1,Exp,27060,3,2520,30,438,646,162,899,1153,458
SPART,Exp,2783,451,24,0,856,1899,416,5551,1940,804
SPAST,Exp,1414,1376,943,647,4832,1165,842,3121,3241,2336
SPATA1,Exp,26,4,0,2,503,775,1,362,1676,569
SPATA12,Exp,18,16,1,3,276,360,8,130,783,225
SPATA13,Exp,2691,2143,600,2636,3773,629,3163,1178,4141,848
SPATA16,Exp,1,0,0,0,495,639,1,707,934,518
SPATA17,Exp,26,59,6,22,763,201,68,491,1261,530
SPATA18,Exp,243,127,151,10,667,1613,10,772,1780,693
SPATA19,Exp,0,0,0,0,258,271,0,242,354,340
SPATA2,Exp,1108,503,947,447,1441,578,1908,235,1445,655
SPATA20,Exp,1121,978,324,718,5388,832,782,1205,1387,1833
SPATA21,Exp,1,0,0,72,79,212,0,99,760,279
SPATA22,Exp,0,0,0,1,452,446,20,201,689,140
SPATA24,Exp,46,43,22,9,150,102,29,65,678,106
SPATA25,Exp,20,11,16,31,74,88,16,24,460,187
SPATA2L,Exp,621,1112,171,358,247,108,269,33,833,86
SPATA3,Exp,0,0,0,0,45,52,0,76,480,134
SPATA31A1,Exp,0,0,0,0,222,295,6,324,758,234
SPATA31A3,Exp,0,0,0,0,225,218,1,344,690,319
SPATA31A5,Exp,0,0,0,0,0,0,0,0,0,0
SPATA31A6,Exp,0,0,0,0,597,44,0,963,129,6
SPATA31A7,Exp,0,0,0,0,0,0,0,0,0,0
SPATA31C1,Exp,0,0,0,0,323,640,0,691,1807,838
SPATA31C2,Exp,1,0,0,0,528,636,5,507,1869,438
SPATA31D1,Exp,0,0,0,0,938,3975,0,2531,3705,1604
SPATA31D3,Exp,0,0,0,0,10,104,0,73,177,51
SPATA31D4,Exp,0,0,0,0,56,80,0,72,218,38
SPATA31E1,Exp,0,0,0,0,90,128,0,142,1075,110
SPATA32,Exp,5,0,1,2,246,109,7,56,476,123
SPATA33,Exp,298,474,215,74,314,96,276,18,345,125
SPATA4,Exp,7,2,0,0,392,302,2,190,410,236
SPATA45,Exp,3,8,0,2,58,58,10,46,249,66
SPATA46,Exp,0,0,0,0,60,99,0,89,485,197
SPATA5,Exp,703,366,697,375,3711,2332,1945,2957,1989,2830
SPATA5L1,Exp,349,423,302,278,1615,399,291,481,1030,784
SPATA6,Exp,1405,239,93,438,1419,968,665,768,2231,1132
SPATA6L,Exp,113,10,3,16,274,375,4,305,551,345
SPATA7,Exp,447,296,131,88,934,944,158,615,2036,785
SPATA8,Exp,0,0,0,0,24,46,0,12,201,85
SPATA9,Exp,3,1,4,3,105,434,12,104,414,239
SPATC1,Exp,0,0,0,0,347,141,0,45,544,135
SPATC1L,Exp,472,509,615,428,181,44,7,45,613,88
SPATS1,Exp,0,1,2,0,233,330,2,376,1376,827
SPATS2,Exp,1568,1818,688,368,3148,830,1239,1565,1305,1631
SPATS2L,Exp,1946,3679,1850,15203,6586,468,2517,2294,1593,1631
SPC24,Exp,1278,535,705,1166,77,57,1153,32,245,81
SPC25,Exp,673,1521,155,193,1463,377,174,707,773,707
SPCS1,Exp,5088,2487,977,688,3756,670,789,768,444,351
SPCS2,Exp,3174,3123,577,2575,7617,1266,1039,2192,499,768
SPCS3,Exp,4562,4413,1218,905,7534,476,1910,894,322,460
SPDEF,Exp,1114,1,25,3881,5930,550,97,46,754,115
SPDL1,Exp,2285,2495,366,507,2106,779,574,2250,1164,1854
SPDYA,Exp,6,16,1,1,283,275,9,351,678,273
SPDYC,Exp,19,2,5,10,599,174,0,86,267,166
SPDYE1,Exp,0,0,1,0,4321,1829,1,1654,4294,4957
SPDYE11,Exp,0,0,0,0,141,12,0,10,22,31
SPDYE16,Exp,0,0,0,2,326,208,1,481,277,737
SPDYE17,Exp,0,0,0,0,0,1,0,0,3,1
SPDYE18,Exp,10,6,8,7,2188,766,13,554,2018,745
SPDYE2,Exp,0,0,0,0,0,0,0,0,0,0
SPDYE2B,Exp,0,0,0,0,0,0,0,0,0,0
SPDYE3,Exp,1,0,0,0,5313,1424,0,1991,3633,1700
SPDYE4,Exp,0,0,0,0,375,1433,0,382,1605,695
SPDYE5,Exp,0,0,0,0,1514,1845,0,1869,2900,2025
SPDYE6,Exp,0,0,0,0,517,1133,0,793,1597,1059
SPECC1,Exp,1825,2955,1443,112,14635,2875,1044,1324,1329,1590
SPECC1L,Exp,3608,2111,1138,3473,20605,1352,5119,4988,2843,5754
SPEF1,Exp,13,9,9,9,106,188,5,80,589,165
SPEF2,Exp,38,57,50,128,2213,4328,84,1652,8275,2943
SPEG,Exp,1293,2971,2207,276,2418,462,6957,953,4884,1145
SPEM1,Exp,3,2,0,0,91,109,7,38,463,65
SPEN,Exp,1394,3430,3973,3327,25159,3991,4776,8822,8236,12035
SPERT,Exp,4,1,0,19,96,131,8,116,593,73
SPESP1,Exp,2,484,148,1,763,299,0,60,368,98
SPG11,Exp,1621,1480,807,1973,19477,2728,1205,3637,4882,6323
SPG21,Exp,5759,2641,1342,2206,6153,1438,3393,1359,1328,1865
SPG7,Exp,3244,3137,826,881,3016,883,2922,591,1920,791
SPHAR,Exp,0,0,0,0,0,0,0,0,0,0
SPHK1,Exp,251,1332,2305,270,471,131,2370,957,572,177
SPHK2,Exp,392,449,473,211,601,242,748,204,1005,467
SPHKAP,Exp,684,0,0,31,856,645,0,908,1531,599
SPI1,Exp,3,5,4,7,48,91,16,38,538,114
SPIB,Exp,3,2,2,5,146,177,6,157,971,282
SPIC,Exp,0,0,1,0,160,122,0,107,332,102
SPICE1,Exp,775,437,717,754,5439,2345,666,3335,2392,2723
SPIDR,Exp,1109,1581,1630,783,18302,4213,2992,4091,3173,4157
SPIN1,Exp,9768,5582,1174,1627,5006,1181,2340,4653,1413,1613
SPIN2A,Exp,0,0,0,0,180,149,0,160,217,295
SPIN2B,Exp,100,139,59,23,650,210,69,315,178,375
SPIN3,Exp,399,546,295,242,508,86,367,269,250,302
SPIN4,Exp,308,1358,254,1,3598,1085,618,2137,745,2235
SPINK1,Exp,235,213,2,0,146,435,1,210,334,222
SPINK13,Exp,0,0,0,0,125,279,0,210,232,108
SPINK14,Exp,0,0,0,0,120,554,0,234,278,239
SPINK2,Exp,13,5,3,2,43,93,2,78,201,90
SPINK4,Exp,2,1,0,0,249,189,0,168,438,119
SPINK5,Exp,6,4,83,222,1387,3132,132,2292,3129,4443
SPINK6,Exp,0,2,0,0,92,157,5,124,247,91
SPINK7,Exp,0,0,0,0,86,243,0,140,206,123
SPINK8,Exp,145,6,0,7,585,762,0,81,625,82
SPINK9,Exp,2,0,0,0,94,216,0,158,245,108
SPINT1,Exp,11403,4210,2447,5659,8526,886,6211,1105,764,829
SPINT2,Exp,47932,29137,11567,14764,31959,5771,12025,2596,588,1120
SPINT3,Exp,0,0,0,0,45,118,0,19,261,88
SPINT4,Exp,0,0,0,0,469,590,0,158,891,386
SPIRE1,Exp,3355,2482,729,434,3293,1181,1164,4923,3234,2253
SPIRE2,Exp,1228,990,28,208,1036,518,599,121,1845,391
